rep,seed,true_att,att_naive,se_naive,ci_lo_naive,ci_hi_naive,att_cluster_psu,se_cluster_psu,ci_lo_cluster_psu,ci_hi_cluster_psu,att_survey,se_survey,ci_lo_survey,ci_hi_survey,covers_naive,covers_cluster_psu,covers_survey,deff_ratio,elapsed_s
0,725004,2.5798980132186173,2.154351702347916,0.11330669460565627,1.932274661713551,2.3764287429822812,2.432849167796274,0.3284307233872526,1.7685353257397731,3.0971630098527747,2.432849167796274,0.31264877577267713,1.7981384093423984,3.067559926250149,0,1,1,7.613815068246029,0.0823
1,726004,2.5668863439088097,2.0413417046689015,0.11115343257054432,1.8234849800726334,2.2591984292651697,2.0099709088195556,0.32433394407319915,1.3539435850829853,2.665998232556126,2.0099709088195556,0.3274622119334831,1.3451872761709978,2.6747545414681135,0,1,1,8.679138611999843,0.1745
2,727004,2.565251520537395,2.162829763680801,0.11669436967434887,1.9341130019204742,2.391546525441128,2.2972710834174945,0.3364083870770147,1.616820893452605,2.977721273382384,2.2972710834174945,0.3428369014499607,1.6012751716871478,2.9932669951478412,0,1,1,8.631282229726128,0.0823
3,728004,2.5740365627578567,2.1200052195387338,0.08664813744625068,1.9501779908166061,2.2898324482608614,2.3617250981626126,0.3235279840688091,1.7073279824088345,3.0161222139163906,2.3617250981626126,0.2971613456243984,1.7584554944409811,2.964994701884244,0,1,1,11.761593600392866,0.1275
4,729004,2.5744667321745545,2.4736427591008128,0.10504784836833149,2.2677527596454583,2.6795327585561672,2.5302369489300744,0.3883958906946072,1.7446321074425022,3.3158417904176467,2.5302369489300744,0.356886409417803,1.805719019686195,3.254754878173954,1,1,1,11.542122969078246,0.0928
5,730004,2.577319599161447,1.9140824715245734,0.1194519449263865,1.679960961585594,2.148203981463553,2.2763680307358367,0.40665769641648913,1.4538252006311387,3.098910860840535,2.2763680307358367,0.3886238761447669,1.4874196186669661,3.0653164428047073,0,1,1,10.584552649648465,0.15
6,731004,2.5787456449250357,2.1068122840136736,0.09912663974464288,1.9125276402056968,2.3010969278216504,2.249612742449549,0.2570742567695422,1.7296309775065972,2.7695945073925006,2.249612742449549,0.24551505545333208,1.751190681868917,2.7480348030301807,0,1,1,6.134447996792629,0.1292
7,732004,2.5657746856013866,2.050292633269948,0.1144464997395031,1.825981615623849,2.2746036509160468,2.357134799772319,0.30619742746538153,1.7377920434994771,2.9764775560451606,2.357134799772319,0.25022868949229576,1.849143553358316,2.8651260461863215,0,1,1,4.780454330271556,0.0863
8,733004,2.5693960405804357,1.7928012599573027,0.1136688769522079,1.5700143549678602,2.0155881649467453,2.1700682593176683,0.3464663268625359,1.4692739658743286,2.8708625527610083,2.1700682593176683,0.3455850003839152,1.4684934101538845,2.871643108481452,0,1,1,9.243291093016484,0.1351
9,734004,2.5803337111262308,2.771930080998043,0.08805146025090617,2.599352390120107,2.9445077718759793,2.9608598652272806,0.2745716539403767,2.4054862739026053,3.516233456551956,2.9608598652272806,0.25161682117813705,2.4500505616723958,3.4716691687821655,0,1,1,8.165940614280048,0.1089
10,735004,2.572544316953615,2.423730758890929,0.12167327287190298,2.185255526180885,2.6622059916009735,2.82775250585112,0.3432583930327783,2.1334468710373096,3.5220581406649303,2.82775250585112,0.31259757146155537,2.1931456976752135,3.4623593140270263,1,1,1,6.600560543142912,0.1218
11,736004,2.5797593204946145,2.505415227672031,0.0924523027093735,2.3242120440738643,2.686618411270198,2.706745165707532,0.2653362792266467,2.170051882959455,3.243438448455609,2.706745165707532,0.24454661062635022,2.2102891526482287,3.203201178766835,1,1,1,6.996612646039502,0.1133
12,737004,2.573584780431889,2.2396454800882046,0.09184540081100917,2.059631802352981,2.4196591578234283,2.331000873427845,0.34340860482392654,1.6363914065879968,3.0256103402676935,2.331000873427845,0.33058624614985754,1.6598751141485,3.0021266327071903,0,1,1,12.955516584179176,0.1834
