rep,seed,true_att,att_naive,se_naive,ci_lo_naive,ci_hi_naive,att_cluster_psu,se_cluster_psu,ci_lo_cluster_psu,ci_hi_cluster_psu,att_survey,se_survey,ci_lo_survey,ci_hi_survey,covers_naive,covers_cluster_psu,covers_survey,deff_ratio,elapsed_s
0,765675,2.5736894203608593,2.2603746295957556,0.08571625603556743,2.0923738548764295,2.428375404315082,2.288875258892634,0.21425392263347495,1.8555057949996456,2.7222447227856224,2.288875258892634,0.1966097287317643,1.88973628982313,2.688014227962138,0,1,1,5.261185580190034,0.0377
1,766675,2.5766130517152113,2.3418991134001534,0.0859474002556022,2.1734453043343245,2.5103529224659824,2.603506182214676,0.2879813047435236,2.0210090119696114,3.186003352459741,2.603506182214676,0.2655484848402691,2.06441409780558,3.1425982666237724,0,1,1,9.546016182749474,0.0341
2,767675,2.574964063493384,1.999966616927843,0.10203743014486755,1.799976928768881,2.199956305086805,2.015308175869044,0.30610099983657246,1.396160462885435,2.634455888852653,2.015308175869044,0.2905886407480646,1.4253818724269074,2.6052344793111804,0,1,1,8.110324717491258,0.076
3,768675,2.577808971713256,2.0640832628378023,0.09818479472038949,1.8716446013563806,2.256521924319224,2.1761897296487636,0.30127199557476175,1.5668095997383378,2.7855698595591893,2.1761897296487636,0.2840448343847333,1.599548059385761,2.7528313999117664,0,1,1,8.369226439263802,0.0308
4,769675,2.5720575989859524,2.0848472063065127,0.07846798624796386,1.9310527793211192,2.238641633291906,2.2224854766056454,0.2571442300072649,1.7023621774301065,2.7426087757811843,2.2224854766056454,0.25419808743980776,1.706435923948018,2.738535029263273,0,1,1,10.49444661617842,0.0302
5,770675,2.5733918180416624,2.5444768588770748,0.08320239728284365,2.381403156775308,2.7075505609788415,2.786462528226729,0.2549180006620954,2.2708422029335837,3.302082853519874,2.786462528226729,0.23593500031290973,2.307489013539744,3.2654360429137137,1,1,1,8.041055595604831,0.0301
6,771675,2.5732352540195342,2.4960311431400166,0.13377137952689075,2.233844057105072,2.758218229174961,2.437388853525486,0.4396515594604313,1.5481096362248699,3.3266680708261025,2.437388853525486,0.42362374202131875,1.5773869362529291,3.297390770798043,1,1,1,10.028458295799553,0.1095
7,772675,2.5765455342346817,2.2707892457115606,0.10150649504188429,2.071840171232574,2.4697383201905474,2.4553936884367724,0.3513620986719623,1.744696761807934,3.1660906150656105,2.4553936884367724,0.31992855755260347,1.8059041872755361,3.1048831895980085,0,1,1,9.933867240574841,0.0771
8,773675,2.569666482620923,2.4984031345202022,0.1170043880683778,2.2690787478730337,2.727727521167371,2.9758289903137944,0.38801095768905824,2.1910027493213686,3.7606552313062203,2.9758289903137944,0.36505656541338904,2.2347247626082334,3.7169332180193555,1,1,1,9.734553308989824,0.062
9,774675,2.57542576724112,2.5014300179747355,0.12706474058016898,2.2523877027326793,2.7504723332167917,2.840410238316118,0.3460469258672436,2.14046426345781,3.5403562131744257,2.840410238316118,0.3333372243566081,2.1636996963688047,3.517120780263431,1,1,1,6.882045210889285,0.0471
10,775675,2.5740173329472524,2.4845982455743236,0.10399135981876913,2.2807789256261906,2.6884175655224567,2.7146445235644983,0.2935933334224505,2.1207959538675825,3.308493093261414,2.7146445235644983,0.2735839068251669,2.159239665277024,3.2700493818519725,1,1,1,6.9212825622459375,0.0555
11,776675,2.5753464577486906,2.705356074802199,0.10740858291909959,2.49483912065028,2.9158730289541186,2.8163677461937864,0.36438664627366635,2.079326185393395,3.553409306994178,2.8163677461937864,0.32884166403197035,2.148783676903448,3.483951815484125,1,1,1,9.37336871048366,0.1035
12,777675,2.5770626953450853,2.2613226342946144,0.10835796938423567,2.048944916863619,2.47370035172561,2.27848275848919,0.3475077659326986,1.5755819556948607,2.9813835612835193,2.27848275848919,0.3457271754057653,1.576619278686349,2.980346238292031,0,1,1,10.17994239280827,0.0728
13,778675,2.580868566257755,2.2850977476040675,0.1255432990988936,2.039037402869896,2.531158092338239,2.824701561138951,0.46676691401138826,1.8805763623945366,3.7688267598833654,2.824701561138951,0.38287033861087366,2.047433451233123,3.601969671044779,0,1,1,9.30071572741932,0.1101
14,779675,2.5744983165283233,2.6766750703720845,0.10170240409306273,2.4773420212085426,2.8760081195356264,2.8052269427728564,0.3209540092645931,2.1560361824839696,3.4544177030617433,2.8052269427728564,0.2931436417644944,2.2101137115105782,3.4003401740351347,1,1,1,8.308038864379064,0.0682
15,780675,2.5704272609359764,2.2609831398861537,0.10803268349794688,2.0492429710769633,2.472723308695344,2.6056836281856555,0.36412265617685635,1.869176037757061,3.34219121861425,2.6056836281856555,0.35037263053543605,1.8943893730937387,3.3169778832775725,0,1,1,10.518408167364976,0.032
16,781675,2.5813854236228444,2.318827859775092,0.10542242159678342,2.112203710282399,2.5254520092677852,2.5112926361169388,0.3969652350173058,1.7083546596771757,3.3142306125567016,2.5112926361169388,0.35497106467209477,1.790663063426654,3.2319222088072235,0,1,1,11.337568668292102,0.117
17,782675,2.5731226550282087,2.4028750609476335,0.09633224059443218,2.214067338832499,2.591682783062768,2.5944668392561616,0.27059450329324125,2.0471377944330653,3.141795884079258,2.5944668392561616,0.22308796951986487,2.1415741836366133,3.04735949487571,1,1,1,5.363014584745135,0.0306
18,783675,2.5741292702068206,2.2417964644569266,0.11598634217437322,2.014467411096616,2.469125517817237,2.733437452489829,0.36693409751327183,1.991243185197851,3.4756317197818074,2.733437452489829,0.27928684286193894,2.166455018539799,3.300419886439859,0,1,1,5.798120654687174,0.1081
19,784675,2.5733807145059555,2.005872148838547,0.09583297257630301,1.8180429740575783,2.1937013236195155,2.2463926584872382,0.27746124986465803,1.6851743077239436,2.807611009250533,2.2463926584872382,0.23799652085162007,1.7632340346103663,2.72955128236411,0,1,1,6.167530386637002,0.0766
20,785675,2.566363144299386,2.544496563405185,0.10456765910003295,2.3395477176214583,2.7494454091889113,2.8452884817008615,0.36781189083455534,2.101318709828254,3.589258253573469,2.8452884817008615,0.31936415924581496,2.196944770016928,3.493632193384795,1,1,1,9.327764648687815,0.0867
21,786675,2.575452247831491,2.826615323165212,0.09932887296734279,2.631934309524266,3.0212963368061576,2.8701559878012706,0.288170421632426,2.287276292542198,3.4530356830603433,2.8701559878012706,0.276485114134924,2.308861365552761,3.4314506100497804,0,1,1,7.748051387410288,0.0298
22,787675,2.5735116521240253,2.4495359891913564,0.10274750016828067,2.248154589360003,2.65091738902271,2.6964376890176927,0.31200895920947036,2.0653400002545768,3.3275353777808085,2.6964376890176927,0.26920309907547907,2.149926343275,3.242949034760385,1,1,1,6.864637076868034,0.0817
23,788675,2.577854610686281,2.7171402555664845,0.10509934490887904,2.5111493247463286,2.9231311863866405,2.7201715019963997,0.2812594794058696,2.1512705068278812,3.289072497164918,2.7201715019963997,0.2843275191251994,2.1429559512005816,3.2973870527922178,1,1,1,7.318764506255804,0.0575
24,789675,2.567232512102071,2.3157543471837374,0.0900145044246662,2.1393291604251705,2.4921795339423043,2.4261972841169333,0.24697417338684374,1.9266448661237798,2.9257497021100867,2.4261972841169333,0.22765324091726769,1.964036634838903,2.8883579333949636,0,1,1,6.396209574484638,0.1431
25,790675,2.572632851651689,2.0686400972258197,0.0976681427752995,1.8772140549493168,2.2600661395023227,2.323694815883069,0.3183299099986721,1.6798117973526354,2.967577834413502,2.323694815883069,0.2445164828119026,1.8272999655387367,2.8200896662274006,0,1,1,6.267732046024718,0.0695
26,791675,2.571618828748937,2.543613104859058,0.10385956918284629,2.340052089810833,2.747174119907283,2.887029173383701,0.3311453154295083,2.2172245506517254,3.556833796115676,2.887029173383701,0.33366886878363616,2.2096453574557176,3.564412989311684,1,1,1,10.321393706875499,0.0295
27,792675,2.578724030728079,2.372426688088674,0.10749963750008076,2.161731270237404,2.583122105939944,2.6699079935678434,0.3474795729894268,1.967064216383879,3.3727517707518078,2.6699079935678434,0.33682437425399026,1.9861181609668572,3.3536978261688297,1,1,1,9.817321728730668,0.0973
28,793675,2.5748849587071985,2.592135001118222,0.0954726698850478,2.4050120066356464,2.7792579956007972,2.3196177017387067,0.3389737379433535,1.6339785998697653,3.005256803607648,2.3196177017387067,0.30052676020847635,1.7095159431880893,2.9297194602893244,1,1,1,9.908505700496496,0.0294
29,794675,2.575847115991421,2.426773894031724,0.09751079708588005,2.235656243639606,2.617891544423842,2.5332182487821098,0.37071749854202085,1.7833713305824233,3.283065166981796,2.5332182487821098,0.3266387633217814,1.8701063056886742,3.1963301918755453,1,1,1,11.220960465996953,0.1018
30,795675,2.571786117384198,2.4782360024479657,0.105391218449699,2.2716730099997626,2.684798994896169,2.594110824796679,0.3047046365865693,1.9777875230799244,3.2104341265134337,2.594110824796679,0.25337254928537206,2.0797372036914448,3.1084844459019134,1,1,1,5.7797662023507845,0.0902
31,796675,2.5761674886557473,2.5098796397082546,0.10262108430591385,2.308746010414215,2.711013269002294,2.6715766846037634,0.27621866908847154,2.1128716906938734,3.2302816785136534,2.6715766846037634,0.24169760860544443,2.1809044531347026,3.162248916072824,1,1,1,5.547170421776811,0.065
32,797675,2.574359062338469,2.546723091872001,0.11926771731178847,2.3129626614225915,2.780483522321411,2.969220012591064,0.3927164348909917,2.1748760455878475,3.763563979594281,2.969220012591064,0.35347778229971233,2.2516219642840696,3.6868180608980587,1,1,1,8.783718894762314,0.07
33,798675,2.580367302482865,2.68624573442466,0.1075301827006821,2.4754904490803114,2.897001019769009,3.079797907656486,0.3511353353841107,2.369559653070983,3.7900361622419894,3.079797907656486,0.3267338495743672,2.4164929292078083,3.743102886105164,1,1,1,9.232673802949515,0.114
34,799675,2.5719823775440527,2.568361369047096,0.11126081046878242,2.3502941876375454,2.7864285504566464,2.8558655719529753,0.2571304058559969,2.335770234762683,3.3759609091432674,2.8558655719529753,0.23770701480350462,2.373294676599659,3.3384364673062916,1,1,1,4.564566701562095,0.1166
35,800675,2.5730342302022255,2.409485402093015,0.10446303713821936,2.204741611586435,2.614229192599595,2.656520113986863,0.3630539652854553,1.9221741549206315,3.3908660730530946,2.656520113986863,0.2861361348186176,2.0756328781326787,3.2374073498410474,1,1,1,7.502743790716196,0.0587
36,801675,2.583799599357479,2.4233670303327814,0.09398591726758589,2.239158017434352,2.607576043231211,2.7887902441021377,0.2939463513221794,2.19422762830483,3.3833528598994453,2.7887902441021377,0.2518482348193538,2.2775111458795134,3.300069342324762,1,1,1,7.180459779355354,0.0298
37,802675,2.577897762153341,2.0031692609840337,0.08796316020015837,1.830764635025396,2.1755738869426713,2.1991783608488755,0.2857103899121002,1.6212745494135081,2.777082172284243,2.1991783608488755,0.2789531948303683,1.6328732684129825,2.7654834532847685,0,1,1,10.056828224182293,0.0292
38,803675,2.574962968993471,2.465049590529828,0.0994940150174783,2.2700449044182833,2.660054276641373,2.714885603941697,0.2779173882901821,2.1527446261268146,3.277026581756579,2.714885603941697,0.2539303529255007,2.1993795812442305,3.2303916266391632,1,1,1,6.513813482533584,0.0941
