rep,seed,true_att,att_naive,se_naive,ci_lo_naive,ci_hi_naive,att_cluster_psu,se_cluster_psu,ci_lo_cluster_psu,ci_hi_cluster_psu,att_survey,se_survey,ci_lo_survey,ci_hi_survey,covers_naive,covers_cluster_psu,covers_survey,deff_ratio,elapsed_s
0,518558,2.0,1.9664425056811974,0.04724857572579596,1.8738369989378239,2.059048012424571,1.985281654904049,0.0813124741266384,1.8208116518023736,2.1497516580057248,1.985281654904049,0.08305180631059207,1.8166775244574043,2.1538857853506936,1,1,1,3.089731366632262,0.1704
1,519558,2.0,1.9913057242552044,0.044129851560620076,1.9048128045532904,2.0777986439571183,1.9796926250673739,0.05927053759097729,1.8598066468564065,2.0995786032783412,1.9796926250673739,0.06045860448903542,1.8569551327632312,2.1024301173715165,1,1,1,1.8769439503643655,0.2545
2,520558,2.0,2.05770205365236,0.04627178893259415,1.9670110138442363,2.1483930934604833,2.059824830498518,0.05358637031087925,1.9514361658329749,2.1682134951640606,2.059824830498518,0.05518344112747237,1.9477964891575001,2.1718531718395355,1,1,1,1.4222795868198423,0.1872
3,521558,2.0,2.0308609497847616,0.04606686276282059,1.940571557888884,2.1211503416806394,2.038301880679993,0.05523910096201024,1.926570252733141,2.150033508626845,2.038301880679993,0.05553775906022776,1.9255542356945674,2.1510495256654187,1,1,1,1.4534477705666229,0.5893
4,522558,2.0,2.0887412534292005,0.04564623715797563,1.9992762725697943,2.1782062342886066,2.0363072752453015,0.057335325869610834,1.9203356322114908,2.152278918279112,2.0363072752453015,0.05799501716879537,1.9185711310919153,2.154043419398688,1,1,1,1.6142522410680251,0.2708
5,523558,2.0,1.9574104217227208,0.047560653502948594,1.8641932537757528,2.050627589669689,1.9944559944883495,0.08446869924873011,1.823601923490627,2.165310065486072,1.9944559944883495,0.08665902820699567,1.8185288142708576,2.1703831747058415,1,1,1,3.3199535110124634,0.318
6,524558,2.0,2.001501111875672,0.04651797837323506,1.910327549630518,2.092674674120826,1.9876239723625646,0.07437766337062501,1.8371809480092507,2.1380669967158785,1.9876239723625646,0.07594001854049462,1.8334575386520284,2.141790406073101,1,1,1,2.665015460180647,0.5009
7,525558,2.0,2.1215391845541993,0.0449758717371438,2.0333880957761044,2.2096902733322943,2.1323645234551716,0.05492222095156931,2.02127384582818,2.2434552010821633,2.1323645234551716,0.052030150703907825,2.0267377020031083,2.237991344907235,0,0,0,1.3382923275895686,0.4264
8,526558,2.0,1.996906676727013,0.04258849770338657,1.9134347550727084,2.0803785983813174,1.9878656670782764,0.04700437079168841,1.8927903530758872,2.082940981080666,1.9878656670782764,0.04576009700047317,1.894967731360111,2.080763602796442,1,1,1,1.1544874900779114,0.3568
9,527558,2.0,2.051324731491553,0.04732247537574428,1.9585743840958105,2.1440750788872953,2.074559126770981,0.06075000938505509,1.951680634395682,2.19743761914628,2.074559126770981,0.060802539699377774,1.9511234088695182,2.197994844672444,1,1,1,1.650853489674381,0.1272
10,528558,2.0,2.1130000233376096,0.04509850494240187,2.0246085778939005,2.2013914687813187,2.091235195861666,0.06024497181102555,1.9693782384016343,2.213092153321698,2.091235195861666,0.05940878498701181,1.9706289504518135,2.2118414412715186,0,1,1,1.7353099264890843,0.5984
11,529558,2.0,2.024782971816921,0.04882714843759971,1.9290835194114342,2.1204824242224074,2.0550660084898986,0.08167079448478516,1.8898712340533352,2.220260782926462,2.0550660084898986,0.08419685104720412,1.8841373136452564,2.225994703334541,1,1,1,2.9735070672123936,0.4526
12,530558,2.0,2.046231575211618,0.046396732709720646,1.955295650100234,2.137167500323002,2.0494437193482513,0.053742641529897724,1.9407389663069368,2.158148472389566,2.0494437193482513,0.055258984787028745,1.9372620162250391,2.1616254224714635,1,1,1,1.4185054445220135,0.3005
13,531558,2.0,2.0312206484039077,0.04930207246256688,1.9345903620140927,2.127850934793723,2.011620173490508,0.06235378139934489,1.885497746024096,2.13774260095692,2.011620173490508,0.06186534123995143,1.8860268537553697,2.137213493225646,1,1,1,1.5745790696169388,0.4268
14,532558,2.0,1.9958716422541567,0.04733510709327706,1.9030965371469872,2.0886467473613264,2.0006476446789425,0.07657231969482997,1.8457655089060578,2.155529780451827,2.0006476446789425,0.07815315571347513,1.841988303647233,2.1593069857106517,1,1,1,2.726002876439736,0.4217
15,533558,2.0,1.9298790935476091,0.04524705485637853,1.841196495622599,2.018561691472619,1.940020445930521,0.07074152957425152,1.7969321963911704,2.0831086954698717,1.940020445930521,0.07177891339296415,1.79430150477027,2.085739387090772,1,1,1,2.5165938268718535,0.2903
16,534558,2.0,2.0300935923230456,0.0466058643348234,1.938747776758432,2.1214394078876593,2.0351810676766666,0.07656728433823101,1.880309116873854,2.1900530184794795,2.0351810676766666,0.07312651047272462,1.8867263590007066,2.1836357763526264,1,1,1,2.4618895580730604,0.4497
17,535558,2.0,1.9840797138937065,0.044216412227879545,1.8974171384014862,2.070742289385927,2.0463249092754903,0.06086426417678706,1.9232153147703843,2.169434503780596,2.0463249092754903,0.06078678844427946,1.9229211681218823,2.1697286504290982,1,1,1,1.889954708449206,0.3796
18,536558,2.0,2.005394910390449,0.04751500851931122,1.9122672049674854,2.098522615813413,1.9902765027623108,0.07144471147248095,1.8457659335822774,2.1347870719423443,1.9902765027623108,0.07038635072451255,1.8473846141158687,2.133168391408753,1,1,1,2.1943973769528506,0.2825
19,537558,2.0,2.0775005067043373,0.04453233878609366,1.9902187265362576,2.164782286872417,2.0932180485542715,0.06072320077794969,1.9703937817051436,2.2160423154033997,2.0932180485542715,0.062329164827592654,1.9666831168765533,2.2197529802319895,1,1,1,1.958987237187813,0.5647
20,538558,2.0,1.9828332279542475,0.04484008248004239,1.894948281229559,2.070718174678936,1.9705451906831672,0.07385413135051161,1.8211611097932852,2.1199292715730493,1.9705451906831672,0.07333633420026263,1.8216645171943973,2.1194258641719372,1,1,1,2.6748879195988358,0.3897
21,539558,2.0,1.927671373915407,0.045967768957775705,1.8375762023085083,2.0177665455223055,1.9238480147876331,0.059784752343863164,1.8029219390650546,2.0447740905102116,1.9238480147876331,0.05848647072634251,1.8051141668707036,2.0425818627045627,1,1,1,1.6188401945748985,0.2612
22,540558,2.0,1.9138074185908622,0.04754814532421643,1.8206147662237215,2.007000070958003,1.9313804094689035,0.059999739561348193,1.8100194810535941,2.0527413378842128,1.9313804094689035,0.06040808148450988,1.8087454843168074,2.054015334621,1,1,1,1.6140720731542175,0.4382
23,541558,2.0,2.0468172899808015,0.043508917952862,1.9615413777868838,2.132093202174719,2.0722668447576518,0.058532384470207546,1.9538739221616623,2.190659767353641,2.0722668447576518,0.06016344874441481,1.9501285504707322,2.1944051390445716,1,1,1,1.9120924259969105,0.3612
24,542558,2.0,1.9418827580006253,0.0448574128230404,1.8539638444278208,2.0298016715734297,1.9792505711509258,0.048458665870475565,1.8812336676976196,2.077267474604232,1.9792505711509258,0.048971427229509534,1.8798332884745639,2.078667853827288,1,1,1,1.191837590961156,0.3154
25,543558,2.0,2.0795753930582768,0.0458008057699123,1.9898074632863343,2.169343322830219,2.1193332908741036,0.07026370042689652,1.977211542012437,2.26145503973577,2.1193332908741036,0.0696606580393711,1.9779146367012403,2.260751945046967,1,1,1,2.313283755514174,0.5443
26,544558,2.0,2.001653363937924,0.04598933875323301,1.911515916308775,2.0917908115670727,2.006662036128736,0.05677011062267121,1.8918336488427765,2.1214904234146954,2.006662036128736,0.05805237614736103,1.8888094470582073,2.124514625199265,1,1,1,1.5934031476121757,0.2281
27,545558,2.0,1.9726403379047939,0.0470659878480737,1.8803926968257696,2.064887978983818,1.9422587813199739,0.057589887829060445,1.8257722381221977,2.05874532451775,1.9422587813199739,0.05529693646633981,1.830000032191702,2.054517530448246,1,1,1,1.3803454439112999,0.1698
28,546558,2.0,1.949929229936515,0.04628971252765952,1.8592030605275898,2.0406553993454404,1.9922252318316243,0.06871704430078748,1.8532318902726577,2.131218573390591,1.9922252318316243,0.07049873460611969,1.8491051917761239,2.1353452718871244,1,1,1,2.319496258307142,0.5575
29,547558,2.0,2.0239627671217217,0.044639877270562574,1.936470215397131,2.1114553188463128,2.031150513430316,0.055833928588350325,1.9182157330446787,2.144085293815953,2.031150513430316,0.056405576708547775,1.9166411049567602,2.1456599219038717,1,1,1,1.5966072759091117,0.4345
30,548558,2.0,1.8335364774288652,0.042839987405437444,1.7495716450160583,1.917501309841672,1.8535802112473128,0.06402503202822171,1.724077360308766,1.9830830621858595,1.8535802112473128,0.062100880504522823,1.7275087213837539,1.9796517011108716,0,0,0,2.101342512495112,0.2726
31,549558,2.0,2.000249700566759,0.04287665354541433,1.9162130038401453,2.0842863972933725,1.9772805195217018,0.06389553650313831,1.8480395980059265,2.106521441037477,1.9772805195217018,0.06450517010775447,1.8463280622728124,2.108232976770591,1,1,1,2.2633269029777603,0.3564
32,550558,2.0,1.9688740040061816,0.043164601163752536,1.884272940318191,2.053475067694172,1.9660121742078942,0.05474101874777348,1.8552880126332107,2.0767363357825777,1.9660121742078942,0.05590653539080344,1.8525158734700158,2.0795084749457726,1,1,1,1.6775276747380927,0.3345
33,551558,2.0,2.035428742401965,0.045655246161962586,1.9459461042192077,2.124911380584722,2.0645858950663407,0.06541106371656315,1.9322795304169025,2.196892259715779,2.0645858950663407,0.06733207810342313,1.9278945094830102,2.201277280649671,1,1,1,2.175017019099964,0.315
34,552558,2.0,2.0102674909387446,0.046299939403475036,1.9195212772215466,2.1010137046559425,2.0146838918835175,0.0658259686471609,1.8815383027982806,2.1478294809687544,2.0146838918835175,0.06727679465537617,1.878104737666368,2.151263046100667,1,1,1,2.1113962124379015,0.2712
35,553558,2.0,2.0651197150085334,0.04839364351445542,1.9702699166395303,2.1599695133775363,2.086874575178297,0.05953241652175755,1.9664588968318915,2.207290253524702,2.086874575178297,0.06074573692819658,1.9635541730329553,2.2101949773236385,1,1,1,1.5756326370889262,0.4253
36,554558,2.0,2.1090384816331906,0.047326380042352435,2.0162804812315245,2.201796482034857,2.094933512578926,0.06613222577626476,1.9611684599794543,2.228698565178398,2.094933512578926,0.06549899552469873,1.9619634824718015,2.2279035426860507,0,1,1,1.915414213629376,0.3414
37,555558,2.0,1.9668669763812816,0.04850780629152736,1.8717934230808426,2.0619405296817206,1.9584564769725386,0.07527043069521579,1.8062076602580692,2.110705293687008,1.9584564769725386,0.0740936557440258,1.8080383590135403,2.108874594931537,1,1,1,2.333129135923292,0.2533
38,556558,2.0,2.031277825151978,0.04773679315551815,1.9377154298297243,2.1248402204742316,2.035383701743047,0.06858397731440821,1.8966595135691866,2.174107889916908,2.035383701743047,0.0692625105213317,1.8947733300031688,2.1759940734829253,1,1,1,2.105183593439598,0.4342
39,557558,2.0,1.9432636568026362,0.045633267677060045,1.8538240956587229,2.03270321794655,1.912873546985953,0.061244035082805154,1.7889957933175502,2.036751300654356,1.912873546985953,0.06217770361846618,1.7866460979097047,2.039100996062201,1,1,1,1.856548160434424,0.2798
40,558558,2.0,2.1114267885327784,0.04803843878139564,2.0172731786477107,2.205580398417846,2.0830399467110605,0.0738241808521694,1.9337164464222258,2.232363446999895,2.0830399467110605,0.07581811232941195,1.9291209957661464,2.236958897655975,0,1,1,2.4909680980836386,0.3375
41,559558,2.0,1.9752913152218485,0.04324687050011158,1.8905290065975622,2.060053623846135,1.974508567246373,0.047782764753726746,1.8778588028447574,2.0711583316479887,1.974508567246373,0.048878022293059174,1.8752809066720364,2.073736227820709,1,1,1,1.2773734307093492,0.4203
42,560558,2.0,2.069228650052051,0.04747836684593557,1.9761727609892368,2.1622845391148653,2.073890659375253,0.05533299898345599,1.9619691047530134,2.185812213997493,2.073890659375253,0.055948622238197174,1.9603089177948056,2.1874724009557007,1,1,1,1.3886322559811226,0.4325
43,561558,2.0,2.0025647017302424,0.04794546214451209,1.9085933227048701,2.0965360807556146,1.9894078991505384,0.06902097812076098,1.8497997934136192,2.1290160048874576,1.9894078991505384,0.06899235201579684,1.8493459783346307,2.129469819966446,1,1,1,2.070650888990019,0.2801
44,562558,2.0,2.0554612527381932,0.04520098468476476,1.9668689506903076,2.144053554786079,2.029325607944266,0.0720074439489212,1.8836768048937271,2.174974410994805,2.029325607944266,0.07169852276587506,1.8837698684334254,2.1748813474551065,1,1,1,2.5160810332401757,0.2946
45,563558,2.0,1.9730429079588836,0.04653301722948483,1.8818398700971115,2.0642459458206557,1.9814382958524464,0.05924693775366447,1.861600052818126,2.1012765388867667,1.9814382958524464,0.06001647142389846,1.8595983813891799,2.103278210315713,1,1,1,1.6634834697707015,0.3902
46,564558,2.0,2.009097524716943,0.04740995041553127,1.9161757293936719,2.102019320040214,1.98707832140778,0.08037069874669943,1.8245132388158214,2.1496434039997387,1.98707832140778,0.08045169345411751,1.82375270068541,2.15040394213015,1,1,1,2.8795947829387196,0.5364
47,565558,2.0,1.956485385339785,0.04682515865057542,1.864709760814283,2.048261009865287,1.9711343106786663,0.06310394197663388,1.8434945402240024,2.0987740811333304,1.9711343106786663,0.06047596732199006,1.8483615699496856,2.0939070514076468,1,1,1,1.6680425789747126,0.4829
